,sink_node_id,src_node_id,switch
1354,90,252,1
1355,119,252,1
1356,139,252,1
1357,347,252,8
1358,358,252,5
1359,749,252,8
1360,781,252,15
1361,75,253,1
1362,90,253,1
1363,119,253,1
1364,139,253,1
1365,572,253,8
1366,595,253,4
1367,78,254,1
1368,93,254,1
1369,123,254,1
1370,143,254,1
1371,339,254,3
1372,398,254,14
1373,732,254,3
1374,763,254,3
1375,78,255,1
1376,93,255,1
1377,123,255,1
1378,143,255,1
1379,558,255,8
1380,562,255,16
1381,81,256,1
1382,127,256,1
1383,311,256,2
1384,332,256,3
1385,734,256,8
1386,807,256,8
1387,81,257,1
1388,127,257,1
1389,653,257,2
1390,670,257,2
1391,72,258,1
1392,84,258,1
1393,131,258,1
1394,251,258,3
1395,393,258,10
1396,814,258,2
1397,849,258,13
1398,72,259,1
1399,84,259,1
1400,131,259,1
1401,601,259,3
1402,631,259,5
1403,87,260,1
1404,115,260,1
1405,135,260,1
1406,360,260,5
1407,365,260,8
1408,724,260,2
1409,817,260,8
1410,87,261,1
1411,115,261,1
1412,135,261,1
1413,627,261,8
1414,644,261,4
1415,75,262,1
1416,90,262,1
1417,119,262,1
1418,139,262,1
1419,313,262,3
1420,343,262,3
1421,805,262,8
1422,832,262,12
1423,75,263,1
1424,90,263,1
1425,119,263,1
1426,139,263,1
1427,641,263,2
1428,645,263,2
1429,78,264,1
1430,93,264,1
1431,123,264,1
1432,143,264,1
1433,252,264,4
1434,372,264,3
1435,830,264,18
1436,843,264,14
1437,78,265,1
1438,93,265,1
1439,123,265,1
1440,143,265,1
1441,616,265,2
1442,677,265,8
1443,81,266,1
1444,84,266,1
1445,127,266,1
1446,331,266,8
1447,372,266,3
1448,772,266,3
1449,828,266,14
1450,81,267,1
1451,84,267,1
1452,127,267,1
1453,639,267,2
1454,657,267,3
1455,72,268,1
1456,131,268,1
1457,307,268,5
1458,347,268,8
1459,759,268,2
1460,794,268,3
1461,72,269,1
1462,131,269,1
1463,642,269,8
1464,664,269,8
1465,75,270,1
1466,87,270,1
1467,115,270,1
1468,135,270,1
1469,362,270,5
1470,375,270,5
1471,758,270,4
1472,801,270,15
1473,75,271,1
1474,87,271,1
1475,115,271,1
1476,135,271,1
1477,605,271,4
1478,644,271,4
1479,90,272,1
1480,119,272,1
1481,139,272,1
1482,266,272,7
1483,377,272,2
1484,739,272,2
1485,797,272,4
1486,90,273,1
1487,119,273,1
1488,139,273,1
1489,606,273,8
1490,699,273,13
1491,78,274,1
1492,93,274,1
1493,123,274,1
1494,143,274,1
1495,377,274,2
1496,383,274,13
1497,716,274,8
1498,780,274,8
1499,78,275,1
1500,93,275,1
1501,123,275,1
1502,143,275,1
1503,561,275,5
1504,626,275,3
1505,81,276,1
1506,84,276,1
1507,127,276,1
1508,357,276,2
1509,383,276,13
1510,752,276,2
1511,753,276,8
1512,81,277,1
1513,84,277,1
1514,127,277,1
1515,583,277,15
1516,645,277,2
1517,72,278,1
1518,87,278,1
1519,131,278,1
1520,275,278,8
1521,321,278,2
1522,718,278,3
1523,796,278,8
1524,72,279,1
1525,87,279,1
1526,131,279,1
1527,553,279,3
1528,605,279,4
1529,75,280,1
1530,115,280,1
1531,135,280,1
1532,274,280,2
1533,385,280,12
1534,726,280,8
1535,801,280,15
1536,75,281,1
1537,115,281,1
1538,135,281,1
1539,551,281,8
1540,612,281,3
1541,78,282,1
1542,90,282,1
1543,119,282,1
1544,139,282,1
1545,359,282,7
1546,711,282,3
1547,833,282,13
1548,78,283,1
1549,90,283,1
1550,119,283,1
1551,139,283,1
1552,588,283,4
1553,697,283,9
1554,93,284,1
1555,123,284,1
1556,143,284,1
1557,340,284,2
1558,370,284,2
1559,717,284,4
1560,846,284,17
1561,93,285,1
1562,123,285,1
1563,143,285,1
1564,662,285,15
1565,687,285,13
1566,81,286,1
1567,84,286,1
1568,127,286,1
1569,277,286,2
1570,309,286,2
1571,710,286,5
1572,729,286,8
1573,81,287,1
1574,84,287,1
1575,127,287,1
1576,648,287,2
1577,679,287,10
1578,72,288,1
1579,87,288,1
1580,131,288,1
1581,265,288,2
1582,326,288,8
1583,725,288,3
1584,799,288,3
1585,72,289,1
1586,87,289,1
1587,131,289,1
1588,558,289,8
1589,622,289,3
1590,75,290,1
1591,90,290,1
1592,115,290,1
1593,135,290,1
1594,308,290,2
1595,324,290,3
1596,762,290,2
1597,812,290,8
1598,75,291,1
1599,90,291,1
1600,115,291,1
1601,135,291,1
1602,677,291,8
1603,685,291,12
1604,78,292,1
1605,119,292,1
1606,139,292,1
1607,264,292,5
1608,268,292,3
1609,772,292,3
1610,789,292,4
1611,78,293,1
1612,119,293,1
1613,139,293,1
1614,559,293,8
1615,578,293,4
1616,81,294,1
1617,93,294,1
1618,123,294,1
1619,143,294,1
1620,274,294,2
1621,320,294,8
1622,701,294,4
1623,773,294,2
1624,81,295,1
1625,93,295,1
1626,123,295,1
1627,143,295,1
1628,550,295,4
1629,659,295,3
1630,84,296,1
1631,127,296,1
1632,268,296,3
1633,357,296,2
1634,737,296,8
1635,768,296,3
1636,84,297,1
1637,127,297,1
1638,604,297,3
1639,610,297,8
1640,72,298,1
1641,87,298,1
1642,115,298,1
1643,131,298,1
1644,265,298,2
1645,327,298,8
1646,754,298,2
1647,829,298,12
1648,72,299,1
1649,87,299,1
1650,115,299,1
1651,131,299,1
1652,573,299,8
1653,603,299,8
1654,75,300,1
1655,90,300,1
1656,135,300,1
1657,272,300,2
