,sink_node_id,src_node_id,switch
1658,350,300,2
1659,784,300,5
1660,838,300,18
1661,75,301,1
1662,90,301,1
1663,135,301,1
1664,620,301,2
1665,624,301,15
1666,78,302,1
1667,93,302,1
1668,119,302,1
1669,139,302,1
1670,258,302,2
1671,398,302,14
1672,719,302,2
1673,769,302,3
1674,78,303,1
1675,93,303,1
1676,119,303,1
1677,139,303,1
1678,555,303,4
1679,584,303,5
1680,81,304,1
1681,123,304,1
1682,143,304,1
1683,269,304,8
1684,323,304,3
1685,767,304,8
1686,811,304,2
1687,81,305,1
1688,123,305,1
1689,143,305,1
1690,624,305,15
1691,652,305,8
1692,84,306,1
1693,127,306,1
1694,131,306,1
1695,331,306,8
1696,339,306,3
1697,780,306,8
1698,848,306,13
1699,84,307,1
1700,127,307,1
1701,131,307,1
1702,552,307,15
1703,554,307,8
1704,72,308,1
1705,87,308,1
1706,115,308,1
1707,317,308,8
1708,397,308,14
1709,741,308,4
1710,849,308,13
1711,72,309,1
1712,87,309,1
1713,115,309,1
1714,643,309,8
1715,688,309,13
1716,75,310,1
1717,90,310,1
1718,119,310,1
1719,135,310,1
1720,262,310,8
1721,295,310,3
1722,727,310,7
1723,737,310,8
1724,75,311,1
1725,90,311,1
1726,119,311,1
1727,135,311,1
1728,647,311,2
1729,672,311,3
1730,78,312,1
1731,93,312,1
1732,139,312,1
1733,271,312,8
1734,396,312,13
1735,721,312,8
1736,845,312,10
1737,78,313,1
1738,93,313,1
1739,139,313,1
1740,608,313,2
1741,689,313,10
1742,81,314,1
1743,123,314,1
1744,143,314,1
1745,293,314,8
1746,392,314,12
1747,711,314,3
1748,733,314,4
1749,81,315,1
1750,123,315,1
1751,143,315,1
1752,664,315,8
1753,679,315,10
1754,84,316,1
1755,127,316,1
1756,131,316,1
1757,279,316,8
1758,361,316,3
1759,743,316,15
1760,784,316,5
1761,84,317,1
1762,127,317,1
1763,131,317,1
1764,551,317,8
1765,633,317,3
1766,72,318,1
1767,87,318,1
1768,115,318,1
1769,135,318,1
1770,257,318,5
1771,300,318,8
1772,823,318,8
1773,825,318,4
1774,72,319,1
1775,87,319,1
1776,115,319,1
1777,135,319,1
1778,656,319,3
1779,675,319,3
1780,75,320,1
1781,90,320,1
1782,119,320,1
1783,281,320,5
1784,382,320,12
1785,708,320,8
1786,834,320,10
1787,75,321,1
1788,90,321,1
1789,119,321,1
1790,560,321,4
1791,650,321,3
1792,78,322,1
1793,93,322,1
1794,123,322,1
1795,139,322,1
1796,283,322,2
1797,379,322,10
1798,733,322,4
1799,761,322,2
1800,78,323,1
1801,93,323,1
1802,123,323,1
1803,139,323,1
1804,576,323,3
1805,690,323,14
1806,81,324,1
1807,143,324,1
1808,323,324,3
1809,392,324,12
1810,728,324,4
1811,759,324,2
1812,81,325,1
1813,143,325,1
1814,574,325,15
1815,638,325,5
1816,84,326,1
1817,127,326,1
1818,131,326,1
1819,304,326,8
1820,378,326,9
1821,795,326,3
1822,841,326,12
1823,84,327,1
1824,127,327,1
1825,131,327,1
1826,554,327,8
1827,678,327,10
1828,72,328,1
1829,87,328,1
1830,115,328,1
1831,135,328,1
1832,330,328,2
1833,345,328,5
1834,731,328,2
1835,806,328,8
1836,72,329,1
1837,87,329,1
1838,115,329,1
1839,135,329,1
1840,580,329,8
1841,658,329,8
1842,75,330,1
1843,90,330,1
1844,119,330,1
1845,139,330,1
1846,327,330,8
1847,376,330,2
1848,724,330,2
1849,835,330,17
1850,75,331,1
1851,90,331,1
1852,119,331,1
1853,139,331,1
1854,652,331,8
1855,673,331,3
1856,78,332,1
1857,93,332,1
1858,123,332,1
1859,289,332,2
1860,295,332,3
1861,754,332,2
1862,846,332,17
1863,78,333,1
1864,93,333,1
1865,123,333,1
1866,598,333,4
1867,622,333,3
1868,81,334,1
1869,127,334,1
1870,143,334,1
1871,386,334,14
1872,388,334,10
1873,740,334,15
1874,842,334,17
1875,81,335,1
1876,127,335,1
1877,143,335,1
1878,581,335,8
1879,628,335,8
1880,84,336,1
1881,131,336,1
1882,262,336,8
1883,346,336,8
1884,755,336,3
1885,824,336,8
1886,84,337,1
1887,131,337,1
1888,572,337,8
1889,635,337,2
1890,72,338,1
1891,87,338,1
1892,115,338,1
1893,135,338,1
1894,312,338,2
1895,353,338,8
1896,735,338,8
1897,810,338,2
1898,72,339,1
1899,87,339,1
1900,115,339,1
1901,135,339,1
1902,583,339,15
1903,601,339,3
1904,75,340,1
1905,90,340,1
1906,119,340,1
1907,139,340,1
1908,291,340,5
1909,397,340,14
1910,703,340,8
1911,800,340,2
1912,75,341,1
1913,90,341,1
1914,119,341,1
1915,139,341,1
1916,590,341,8
1917,596,341,7
1918,78,342,1
1919,93,342,1
1920,123,342,1
1921,143,342,1
1922,330,342,2
1923,365,342,8
1924,720,342,8
1925,789,342,4
1926,78,343,1
1927,93,343,1
1928,123,343,1
1929,143,343,1
1930,555,343,4
1931,629,343,8
1932,81,344,1
1933,127,344,1
1934,260,344,8
1935,298,344,5
1936,777,344,5
1937,785,344,5
1938,81,345,1
1939,127,345,1
1940,630,345,4
1941,674,345,3
1942,84,346,1
1943,131,346,1
1944,263,346,8
1945,394,346,14
1946,700,346,15
1947,771,346,4
1948,84,347,1
1949,131,347,1
1950,632,347,2
1951,667,347,3
1952,72,348,1
1953,87,348,1
1954,115,348,1
1955,135,348,1
1956,290,348,7
1957,399,348,14
1958,752,348,2
1959,813,348,7
1960,72,349,1
1961,87,349,1
1962,115,349,1
1963,135,349,1
1964,672,349,3
1965,698,349,14
1966,75,350,1
1967,90,350,1
1968,119,350,1
1969,139,350,1
1970,284,350,2
1971,297,350,8
1972,700,350,15
1973,760,350,4
1974,75,351,1
1975,90,351,1
1976,119,351,1
1977,139,351,1
1978,621,351,8
1979,698,351,14
1980,78,352,1
1981,93,352,1
1982,123,352,1
1983,143,352,1
1984,333,352,3
1985,374,352,2
1986,770,352,3
1987,778,352,2
1988,78,353,1
1989,93,353,1
1990,123,353,1
1991,143,353,1
1992,646,353,3
1993,680,353,12
1994,81,354,1
1995,127,354,1
1996,284,354,2
1997,391,354,13
1998,756,354,4
1999,816,354,3
2000,81,355,1
2001,127,355,1
2002,560,355,4
2003,582,355,3
2004,84,356,1
2005,131,356,1
2006,292,356,2
2007,319,356,3
2008,757,356,4
2009,798,356,2
2010,84,357,1
2011,131,357,1
2012,580,357,8
2013,611,357,8
2014,72,358,1
2015,87,358,1
2016,115,358,1
2017,135,358,1
2018,285,358,3
2019,314,358,5
2020,787,358,8
2021,823,358,8
2022,72,359,1
2023,87,359,1
2024,115,359,1
2025,135,359,1
2026,557,359,2
2027,653,359,2
2028,75,360,1
2029,90,360,1
2030,119,360,1
2031,139,360,1
2032,276,360,2
2033,334,360,2
2034,774,360,3
2035,783,360,8
2036,75,361,1
2037,90,361,1
2038,119,361,1
2039,139,361,1
2040,671,361,3
2041,674,361,3
2042,78,362,1
2043,93,362,1
2044,123,362,1
2045,143,362,1
2046,336,362,2
2047,364,362,7
2048,701,362,4
2049,736,362,15
2050,78,363,1
2051,93,363,1
2052,123,363,1
2053,143,363,1
2054,663,363,4
2055,675,363,3
2056,81,364,1
2057,127,364,1
2058,318,364,8
2059,319,364,3
2060,782,364,2
2061,820,364,8
2062,81,365,1
2063,127,365,1
2064,568,365,2
2065,692,365,10
2066,84,366,1
2067,131,366,1
2068,332,366,3
2069,351,366,2
2070,756,366,4
2071,825,366,4
2072,84,367,1
2073,131,367,1
2074,576,367,3
2075,618,367,3
2076,72,368,1
2077,87,368,1
2078,115,368,1
2079,135,368,1
2080,261,368,5
2081,273,368,7
2082,730,368,3
2083,753,368,8
2084,72,369,1
2085,87,369,1
2086,115,369,1
2087,135,369,1
2088,552,369,15
2089,592,369,4
2090,75,370,1
2091,90,370,1
2092,119,370,1
2093,139,370,1
2094,252,370,4
2095,317,370,8
2096,743,370,15
2097,836,370,10
2098,75,371,1
2099,90,371,1
2100,119,371,1
2101,139,371,1
2102,615,371,2
2103,651,371,5
2104,78,372,1
2105,93,372,1
2106,123,372,1
2107,143,372,1
2108,277,372,2
2109,280,372,8
2110,774,372,3
2111,805,372,8
2112,78,373,1
2113,93,373,1
2114,123,373,1
2115,143,373,1
2116,562,373,16
2117,661,373,2
2118,81,374,1
2119,127,374,1
2120,328,374,5
2121,343,374,3
2122,704,374,3
2123,717,374,4
2124,81,375,1
2125,127,375,1
2126,681,375,14
2127,693,375,12
2128,84,376,1
2129,131,376,1
2130,267,376,8
2131,368,376,8
2132,709,376,8
2133,842,376,17
2134,84,377,1
2135,131,377,1
2136,553,377,3
2137,557,377,2
2138,340,378,2
2139,342,378,2
2140,751,378,3
2141,773,378,2
2142,564,379,3
2143,648,379,2
2144,349,380,8
2145,356,380,8
2146,707,380,8
2147,815,380,8
2148,600,381,5
2149,640,381,4
2150,251,382,3
2151,333,382,3
2152,713,382,3
2153,771,382,4
2154,556,383,8
2155,680,383,12
2156,259,384,2
2157,269,384,8
2158,730,384,3
2159,788,384,8
2160,563,385,8
2161,604,385,3
2162,337,386,2
2163,387,386,13
2164,705,386,3
2165,793,386,8
2166,578,387,4
2167,673,387,3
2168,310,388,2
2169,369,388,2
2170,713,388,3
2171,760,388,4
2172,571,389,2
2173,646,389,3
2174,344,390,2
2175,380,390,10
2176,749,390,8
2177,839,390,12
2178,561,391,5
2179,589,391,2
2180,344,392,2
2181,380,392,10
2182,779,392,8
2183,802,392,2
2184,617,393,4
2185,660,393,8
2186,285,394,3
2187,303,394,3
2188,734,394,8
2189,818,394,2
2190,668,395,15
2191,696,395,14
2192,294,396,8
2193,348,396,7
2194,830,396,18
2195,838,396,18
2196,566,397,8
2197,587,397,8
2198,335,398,5
2199,374,398,2
2200,781,398,15
2201,794,398,3
2202,597,399,8
2203,617,399,4
2204,117,400,1
2205,137,400,1
2206,181,400,1
2207,196,400,1
2208,421,400,2
2209,491,400,3
2210,721,400,8
2211,728,400,4
2212,117,401,1
2213,137,401,1
2214,181,401,1
2215,196,401,1
2216,625,401,5
2217,637,401,2
2218,113,402,1
2219,133,402,1
2220,178,402,1
2221,193,402,1
2222,460,402,3
2223,500,402,8
2224,825,402,4
2225,831,402,10
2226,113,403,1
2227,133,403,1
2228,178,403,1
2229,193,403,1
2230,621,403,8
2231,631,403,5
2232,125,404,1
2233,187,404,1
2234,434,404,8
2235,449,404,5
2236,743,404,15
2237,823,404,8
2238,125,405,1
2239,187,405,1
2240,603,405,8
2241,692,405,10
2242,121,406,1
2243,141,406,1
2244,184,406,1
2245,199,406,1
2246,425,406,8
2247,537,406,10
2248,744,406,3
2249,830,406,18
2250,121,407,1
2251,141,407,1
2252,184,407,1
2253,199,407,1
2254,554,407,8
2255,685,407,12
2256,133,408,1
2257,178,408,1
2258,193,408,1
2259,496,408,8
2260,500,408,8
2261,793,408,8
2262,837,408,10
2263,133,409,1
2264,178,409,1
2265,193,409,1
2266,583,409,15
2267,586,409,3
2268,113,410,1
2269,129,410,1
2270,190,410,1
2271,518,410,3
2272,549,410,14
2273,730,410,3
2274,834,410,10
2275,113,411,1
2276,129,411,1
2277,190,411,1
2278,582,411,3
2279,686,411,10
2280,121,412,1
2281,141,412,1
2282,184,412,1
2283,199,412,1
2284,531,412,10
2285,542,412,10
2286,702,412,2
2287,826,412,2
2288,121,413,1
2289,141,413,1
2290,184,413,1
2291,199,413,1
2292,560,413,4
2293,685,413,12
2294,117,414,1
2295,137,414,1
2296,181,414,1
2297,196,414,1
2298,424,414,3
2299,539,414,14
2300,717,414,4
2301,768,414,3
2302,117,415,1
2303,137,415,1
2304,181,415,1
2305,196,415,1
2306,552,415,15
2307,677,415,8
2308,113,416,1
2309,190,416,1
2310,469,416,2
2311,475,416,2
2312,788,416,8
2313,839,416,12
2314,113,417,1
2315,190,417,1
2316,623,417,2
2317,644,417,4
2318,125,418,1
2319,129,418,1
2320,187,418,1
2321,439,418,5
2322,526,418,2
2323,757,418,4
2324,844,418,12
2325,125,419,1
2326,129,419,1
2327,187,419,1
2328,565,419,8
2329,643,419,8
2330,137,420,1
2331,181,420,1
2332,196,420,1
2333,440,420,2
2334,476,420,2
2335,701,420,4
2336,835,420,17
2337,137,421,1
2338,181,421,1
2339,196,421,1
2340,595,421,4
2341,656,421,3
2342,117,422,1
2343,133,422,1
2344,178,422,1
2345,193,422,1
2346,494,422,8
2347,511,422,5
2348,725,422,3
2349,838,422,18
2350,117,423,1
2351,133,423,1
2352,178,423,1
2353,193,423,1
2354,624,423,15
2355,657,423,3
2356,125,424,1
2357,129,424,1
2358,187,424,1
2359,402,424,5
2360,527,424,5
2361,723,424,8
2362,846,424,17
2363,125,425,1
2364,129,425,1
2365,187,425,1
2366,587,425,8
2367,599,425,3
2368,121,426,1
2369,141,426,1
2370,184,426,1
2371,199,426,1
2372,477,426,8
2373,532,426,13
2374,731,426,2
2375,827,426,8
2376,121,427,1
2377,141,427,1
2378,184,427,1
2379,199,427,1
2380,568,427,2
2381,586,427,3
2382,117,428,1
2383,178,428,1
2384,193,428,1
2385,497,428,8
2386,528,428,10
2387,769,428,3
2388,832,428,12
2389,117,429,1
2390,178,429,1
2391,193,429,1
2392,574,429,15
2393,610,429,8
2394,113,430,1
2395,133,430,1
2396,190,430,1
2397,485,430,2
2398,491,430,3
2399,748,430,8
2400,830,430,18
2401,113,431,1
2402,133,431,1
2403,190,431,1
2404,651,431,5
2405,658,431,8
2406,141,432,1
2407,184,432,1
2408,199,432,1
2409,430,432,8
2410,473,432,4
2411,775,432,3
2412,801,432,15
2413,141,433,1
2414,184,433,1
2415,199,433,1
2416,564,433,3
2417,654,433,8
2418,121,434,1
2419,137,434,1
2420,181,434,1
2421,196,434,1
2422,444,434,5
2423,475,434,2
2424,796,434,8
2425,833,434,13
2426,121,435,1
2427,137,435,1
2428,181,435,1
2429,196,435,1
2430,686,435,10
2431,695,435,13
2432,113,436,1
2433,133,436,1
2434,190,436,1
2435,423,436,8
2436,502,436,8
2437,700,436,15
2438,817,436,8
2439,113,437,1
2440,133,437,1
2441,190,437,1
2442,570,437,2
2443,591,437,2
2444,125,438,1
2445,129,438,1
2446,187,438,1
2447,437,438,3
2448,453,438,2
2449,717,438,4
2450,745,438,3
2451,125,439,1
2452,129,439,1
2453,187,439,1
2454,595,439,4
2455,668,439,15
2456,121,440,1
2457,181,440,1
2458,196,440,1
2459,420,440,2
2460,451,440,5
2461,815,440,8
2462,816,440,3
2463,121,441,1
2464,181,441,1
2465,196,441,1
2466,607,441,3
2467,612,441,3
2468,117,442,1
2469,137,442,1
2470,178,442,1
2471,193,442,1
2472,433,442,5
2473,536,442,13
2474,724,442,2
2475,775,442,3
2476,117,443,1
2477,137,443,1
2478,178,443,1
2479,193,443,1
2480,570,443,2
2481,667,443,3
2482,129,444,1
2483,187,444,1
2484,498,444,8
2485,523,444,4
2486,785,444,5
2487,824,444,8
2488,129,445,1
2489,187,445,1
2490,577,445,5
2491,684,445,14
2492,125,446,1
2493,141,446,1
2494,184,446,1
2495,199,446,1
2496,441,446,2
2497,452,446,2
2498,799,446,3
2499,841,446,12
2500,125,447,1
2501,141,447,1
2502,184,447,1
2503,199,447,1
2504,619,447,5
2505,680,447,12
2506,117,448,1
2507,137,448,1
2508,193,448,1
2509,429,448,2
2510,513,448,5
2511,751,448,3
2512,809,448,2
2513,117,449,1
2514,137,449,1
2515,193,449,1
2516,604,449,3
2517,680,449,12
2518,113,450,1
2519,133,450,1
2520,178,450,1
2521,190,450,1
2522,483,450,3
2523,512,450,2
2524,708,450,8
2525,733,450,4
2526,113,451,1
2527,133,451,1
2528,178,451,1
2529,190,451,1
2530,592,451,4
2531,625,451,5
2532,125,452,1
2533,184,452,1
2534,199,452,1
2535,408,452,5
2536,473,452,4
2537,776,452,3
2538,779,452,8
2539,125,453,1
2540,184,453,1
2541,199,453,1
2542,556,453,8
2543,668,453,15
2544,121,454,1
2545,141,454,1
2546,181,454,1
2547,196,454,1
2548,505,454,8
2549,535,454,14
2550,771,454,4
2551,842,454,17
2552,121,455,1
2553,141,455,1
2554,181,455,1
2555,196,455,1
2556,597,455,8
2557,640,455,4
2558,113,456,1
2559,133,456,1
2560,178,456,1
2561,456,456,7
2562,493,456,2
2563,794,456,3
2564,797,456,4
2565,113,457,1
2566,133,457,1
2567,178,457,1
2568,656,457,3
2569,698,457,14
2570,129,458,1
2571,187,458,1
2572,190,458,1
2573,435,458,2
2574,507,458,8
2575,706,458,5
2576,836,458,10
2577,129,459,1
2578,187,459,1
2579,190,459,1
2580,609,459,2
2581,637,459,2
2582,121,460,1
2583,141,460,1
2584,196,460,1
2585,517,460,8
2586,547,460,10
2587,710,460,5
2588,781,460,15
2589,121,461,1
2590,141,461,1
2591,196,461,1
2592,552,461,15
2593,605,461,4
2594,117,462,1
2595,137,462,1
2596,181,462,1
2597,193,462,1
2598,478,462,5
2599,547,462,10
2600,757,462,4
2601,778,462,2
2602,117,463,1
2603,137,463,1
2604,181,463,1
2605,193,463,1
2606,641,463,2
2607,660,463,8
2608,129,464,1
2609,187,464,1
2610,190,464,1
2611,499,464,8
2612,541,464,13
2613,704,464,3
2614,716,464,8
2615,129,465,1
2616,187,465,1
2617,190,465,1
2618,628,465,8
2619,664,465,8
2620,125,466,1
2621,184,466,1
2622,199,466,1
2623,400,466,3
2624,549,466,14
2625,774,466,3
2626,837,466,10
2627,125,467,1
2628,184,467,1
2629,199,467,1
2630,611,467,8
2631,660,467,8
2632,117,468,1
2633,137,468,1
2634,181,468,1
2635,458,468,2
2636,463,468,3
2637,760,468,4
2638,795,468,3
2639,117,469,1
2640,137,469,1
2641,181,469,1
2642,630,469,4
2643,663,469,4
2644,113,470,1
2645,133,470,1
2646,178,470,1
2647,193,470,1
2648,450,470,5
2649,477,470,8
2650,797,470,4
2651,810,470,2
2652,113,471,1
2653,133,471,1
2654,178,471,1
2655,193,471,1
2656,633,471,3
2657,694,471,14
2658,125,472,1
2659,199,472,1
2660,443,472,3
2661,522,472,8
2662,804,472,5
2663,844,472,12
2664,125,473,1
2665,199,473,1
2666,574,473,15
2667,618,473,3
2668,121,474,1
2669,141,474,1
2670,184,474,1
2671,196,474,1
2672,412,474,3
2673,464,474,2
2674,791,474,5
2675,798,474,2
2676,121,475,1
2677,141,475,1
2678,184,475,1
2679,196,475,1
2680,611,475,8
2681,666,475,4
2682,113,476,1
2683,133,476,1
2684,178,476,1
2685,193,476,1
2686,447,476,5
2687,460,476,3
2688,749,476,8
2689,756,476,4
2690,113,477,1
2691,133,477,1
2692,178,477,1
2693,193,477,1
2694,576,477,3
2695,590,477,8
2696,129,478,1
2697,187,478,1
2698,190,478,1
2699,497,478,8
2700,502,478,8
2701,741,478,4
2702,849,478,13
2703,129,479,1
2704,187,479,1
2705,190,479,1
2706,564,479,3
2707,696,479,14
2708,121,480,1
2709,141,480,1
2710,184,480,1
2711,416,480,8
2712,429,480,2
2713,733,480,4
2714,767,480,8
2715,121,481,1
2716,141,481,1
2717,184,481,1
2718,555,481,4
2719,606,481,8
2720,117,482,1
2721,137,482,1
2722,181,482,1
2723,196,482,1
2724,428,482,4
2725,432,482,8
2726,754,482,2
2727,845,482,10
2728,117,483,1
2729,137,483,1
2730,181,483,1
2731,196,483,1
2732,659,483,3
2733,129,484,1
2734,190,484,1
2735,413,484,2
2736,472,484,8
2737,736,484,15
2738,824,484,8
2739,129,485,1
2740,190,485,1
2741,601,485,3
2742,624,485,15
2743,125,486,1
2744,187,486,1
2745,199,486,1
2746,431,486,8
2747,465,486,2
2748,740,486,15
2749,742,486,7
2750,125,487,1
2751,187,487,1
2752,199,487,1
2753,616,487,2
2754,638,487,5
2755,117,488,1
2756,137,488,1
2757,181,488,1
2758,196,488,1
2759,522,488,8
2760,533,488,12
2761,741,488,4
2762,776,488,3
2763,117,489,1
2764,137,489,1
2765,181,489,1
2766,196,489,1
2767,606,489,8
2768,610,489,8
2769,113,490,1
2770,133,490,1
2771,178,490,1
2772,193,490,1
2773,415,490,7
2774,531,490,10
2775,743,490,15
2776,801,490,15
2777,113,491,1
2778,133,491,1
2779,178,491,1
2780,193,491,1
2781,581,491,8
2782,617,491,4
2783,125,492,1
2784,187,492,1
2785,439,492,5
2786,548,492,14
2787,735,492,8
2788,764,492,8
2789,125,493,1
2790,187,493,1
2791,553,493,3
2792,676,493,2
2793,121,494,1
2794,141,494,1
2795,184,494,1
2796,199,494,1
2797,431,494,8
2798,505,494,8
2799,806,494,8
2800,811,494,2
2801,121,495,1
2802,141,495,1
2803,184,495,1
2804,199,495,1
2805,588,495,4
2806,594,495,2
2807,113,496,1
2808,133,496,1
2809,178,496,1
2810,193,496,1
2811,438,496,5
2812,470,496,8
2813,712,496,4
2814,829,496,12
2815,113,497,1
2816,133,497,1
2817,178,497,1
2818,193,497,1
2819,622,497,3
2820,678,497,10
2821,129,498,1
2822,190,498,1
2823,463,498,3
2824,492,498,3
2825,788,498,8
2826,834,498,10
2827,129,499,1
2828,190,499,1
2829,655,499,8
2830,665,499,8
2831,121,500,1
2832,141,500,1
2833,184,500,1
2834,199,500,1
2835,530,500,12
2836,545,500,14
2837,718,500,3
2838,740,500,15
2839,121,501,1
2840,141,501,1
2841,184,501,1
2842,199,501,1
2843,601,501,3
2844,636,501,3
2845,117,502,1
2846,137,502,1
2847,181,502,1
2848,196,502,1
2849,426,502,5
2850,480,502,2
2851,720,502,8
2852,770,502,3
2853,117,503,1
2854,137,503,1
2855,181,503,1
2856,196,503,1
2857,635,503,2
2858,662,503,15
2859,129,504,1
2860,190,504,1
2861,445,504,8
2862,530,504,12
2863,704,504,3
2864,807,504,8
2865,129,505,1
2866,190,505,1
2867,620,505,2
2868,627,505,8
2869,125,506,1
2870,187,506,1
2871,455,506,2
2872,506,506,5
2873,709,506,8
2874,748,506,8
2875,125,507,1
2876,187,507,1
2877,630,507,4
2878,636,507,3
2879,117,508,1
2880,137,508,1
2881,181,508,1
2882,196,508,1
2883,417,508,2
2884,544,508,14
2885,715,508,5
2886,746,508,8
2887,117,509,1
2888,137,509,1
2889,181,509,1
2890,196,509,1
2891,583,509,15
2892,682,509,12
2893,113,510,1
2894,133,510,1
2895,178,510,1
2896,193,510,1
2897,470,510,8
2898,524,510,8
2899,818,510,2
2900,840,510,10
2901,113,511,1
2902,133,511,1
2903,178,511,1
2904,193,511,1
2905,652,511,8
2906,666,511,4
2907,125,512,1
2908,187,512,1
2909,403,512,3
2910,434,512,8
2911,723,512,8
2912,774,512,3
2913,125,513,1
2914,187,513,1
2915,646,513,3
2916,675,513,3
2917,121,514,1
2918,141,514,1
2919,184,514,1
2920,199,514,1
2921,406,514,2
2922,476,514,2
2923,721,514,8
2924,745,514,3
2925,121,515,1
2926,141,515,1
2927,184,515,1
2928,199,515,1
2929,649,515,5
2930,650,515,3
2931,113,516,1
2932,133,516,1
2933,178,516,1
2934,193,516,1
2935,436,516,8
2936,499,516,8
2937,711,516,3
2938,838,516,18
2939,113,517,1
2940,133,517,1
2941,178,517,1
2942,193,517,1
2943,619,517,5
2944,663,517,4
2945,129,518,1
2946,190,518,1
2947,440,518,2
2948,504,518,2
2949,787,518,8
2950,842,518,17
2951,129,519,1
2952,190,519,1
2953,578,519,4
2954,603,519,8
2955,121,520,1
2956,141,520,1
2957,184,520,1
2958,199,520,1
2959,457,520,2
2960,493,520,2
2961,734,520,8
2962,763,520,3
2963,121,521,1
2964,141,521,1
2965,184,521,1
2966,199,521,1
2967,598,521,4
2968,693,521,12
2969,117,522,1
2970,137,522,1
2971,181,522,1
2972,196,522,1
2973,448,522,2
2974,542,522,10
2975,722,522,8
2976,789,522,4
2977,117,523,1
2978,137,523,1
2979,181,523,1
2980,196,523,1
2981,571,523,2
2982,593,523,2
2983,129,524,1
2984,190,524,1
2985,448,524,2
2986,515,524,8
2987,762,524,2
2988,831,524,10
2989,129,525,1
2990,190,525,1
2991,598,525,4
2992,602,525,2
2993,125,526,1
2994,187,526,1
2995,401,526,2
2996,490,526,2
2997,705,526,3
2998,798,526,2
2999,125,527,1
3000,187,527,1
3001,592,527,4
3002,623,527,2
3003,423,528,8
3004,495,528,8
3005,751,528,3
3006,763,528,3
3007,562,529,16
3008,578,529,4
3009,483,530,3
3010,548,530,14
3011,726,530,8
3012,820,530,8
3013,622,531,3
3014,662,531,15
3015,432,532,8
3016,523,532,4
3017,738,532,2
3018,758,532,4
3019,672,533,3
3020,674,533,3
3021,425,534,8
3022,466,534,2
3023,790,534,5
3024,799,534,3
3025,558,535,8
3026,691,535,17
3027,403,536,3
3028,418,536,2
3029,712,536,4
3030,807,536,8
3031,587,537,8
3032,588,537,4
3033,428,538,4
3034,437,538,3
3035,736,538,15
3036,829,538,12
3037,608,539,2
3038,690,539,14
3039,411,540,2
3040,445,540,8
3041,705,540,3
3042,747,540,2
3043,550,541,4
3044,626,541,3
3045,405,542,2
3046,461,542,5
3047,716,542,8
3048,832,542,12
3049,562,543,16
3050,634,543,5
3051,468,544,8
3052,507,544,8
3053,732,544,3
3054,809,544,2
3055,629,545,8
3056,691,545,17
3057,517,546,8
3058,546,546,10
3059,714,546,5
3060,803,546,8
3061,599,547,3
3062,602,547,2
3063,459,548,2
3064,501,548,2
3065,806,548,8
3066,839,548,12
3067,585,549,2
3068,671,549,3
3069,24,550,1
3070,39,550,1
3071,116,550,1
3072,136,550,1
3073,440,550,2
3074,470,550,8
3075,599,550,3
3076,654,550,8
3077,24,551,1
3078,39,551,1
3079,116,551,1
3080,136,551,1
3081,303,551,3
3082,326,551,8
3083,586,551,3
3084,609,551,2
3085,27,552,1
3086,42,552,1
3087,120,552,1
3088,140,552,1
3089,436,552,8
3090,533,552,12
3091,560,552,4
3092,594,552,2
3093,27,553,1
3094,42,553,1
3095,120,553,1
3096,140,553,1
3097,363,553,2
3098,369,553,2
3099,595,553,4
3100,603,553,8
3101,30,554,1
3102,45,554,1
3103,124,554,1
3104,144,554,1
3105,432,554,8
3106,463,554,3
3107,646,554,3
3108,666,554,4
3109,30,555,1
3110,45,555,1
3111,124,555,1
3112,144,555,1
3113,309,555,2
3114,399,555,14
3115,667,555,3
3116,682,555,12
3117,33,556,1
3118,128,556,1
3119,514,556,2
3120,523,556,4
3121,586,556,3
3122,687,556,13
3123,33,557,1
3124,128,557,1
3125,270,557,5
3126,384,557,13
3127,592,557,4
3128,655,557,8
3129,36,558,1
3130,132,558,1
3131,472,558,8
3132,530,558,12
3133,569,558,8
3134,593,558,2
3135,36,559,1
3136,132,559,1
3137,387,559,13
3138,391,559,13
3139,553,559,3
3140,606,559,8
3141,24,560,1
3142,39,560,1
3143,116,560,1
3144,136,560,1
3145,473,560,4
3146,499,560,8
3147,640,560,4
3148,663,560,4
3149,24,561,1
3150,39,561,1
3151,116,561,1
3152,136,561,1
3153,275,561,8
3154,334,561,2
3155,554,561,8
3156,641,561,2
3157,27,562,1
3158,42,562,1
3159,120,562,1
3160,140,562,1
3161,482,562,7
3162,546,562,10
3163,607,562,3
3164,620,562,2
3165,27,563,1
3166,42,563,1
3167,120,563,1
3168,140,563,1
3169,280,563,8
3170,352,563,2
3171,650,563,3
3172,673,563,3
3173,30,564,1
3174,45,564,1
3175,124,564,1
3176,144,564,1
3177,524,564,8
3178,530,564,12
3179,565,564,8
3180,570,564,2
3181,30,565,1
3182,45,565,1
3183,124,565,1
3184,144,565,1
3185,295,565,3
3186,296,565,8
3187,580,565,8
3188,658,565,8
3189,33,566,1
3190,128,566,1
3191,498,566,8
3192,522,566,8
3193,666,566,4
3194,697,566,9
3195,33,567,1
3196,128,567,1
3197,309,567,2
3198,320,567,8
3199,565,567,8
3200,644,567,4
3201,36,568,1
3202,132,568,1
3203,444,568,5
3204,469,568,2
3205,587,568,8
3206,649,568,5
3207,36,569,1
3208,132,569,1
3209,331,569,8
3210,345,569,5
